company_id,company,year,motivators,topic
5,SSAB,2017,We are committed to achieving our net-zero targets (implied by reducing CO2 emissions),11
5,SSAB,2018,"Increased demand for steel in construction, infrastructure and the energy sector",1
5,SSAB,2018,"Increased demand for sustainable, recyclable material e.g. steel",1
5,SSAB,2018,Cost of carbon emissions,-1
5,SSAB,2018,Optimization of available steel capacity to promote more resource and CO2 efficient products/processes,1
5,SSAB,2018,"Using robotics, machine learning and advanced analytics to improve production stability and process efficiency",0
5,SSAB,2018,Renewing digital service portfolio to improve customer experience,6
5,SSAB,2018,Developing new digital tools such as SSAB SmartSteel to help customers realize the full potential of our steel,1
5,SSAB,2018,Securing leadership positions in our home markets with cost leadership and preferred supplier status,-1
5,SSAB,2018,Taking an active stance for free and fair trade,4
5,SSAB,2018,Advancing SSAB’s position in emerging markets for high-strength steels,1
5,SSAB,2018,Developing the global production footprint to be better able to switch production between sites,-1
5,SSAB,2018,Developing new products and offerings to meet challenges of the future,6
5,SSAB,2018,"Offering a broad spectrum of products to be used in construction and infrastructure, as well as in construction machinery and renewable energy plants",6
5,SSAB,2018,Helping customers to innovate their products and reducing their CO2 footprint through upgrading to high-strength steel,1
5,SSAB,2018,Environmental benefits from high-strength steels,1
5,SSAB,2018,SSAB EcoUpgraded concept,1
5,SSAB,2019,"Regular dialogs with unions, centrally and locally",9
5,SSAB,2019,Long-term value creation realization is ongoing,4
5,SSAB,2019,Result conferences,9
5,SSAB,2019,Responsible governance,2
5,SSAB,2019,"Sustainable operations (CO2 emissions, resource efficiency)",6
5,SSAB,2019,Capital Markets Day,9
5,SSAB,2019,Investor meetings,9
5,SSAB,2019,Transparency and reliable reporting,2
5,SSAB,2019,Our long-term safety goal is zero accidents and we are committed to striving for this through our safety work,2
5,SSAB,2019,Opportunities for professional development,15
5,SSAB,2019,Employee surveys,15
5,SSAB,2019,Responsible and sustainable operations,6
5,SSAB,2019,Cooperation with local universities and schools to engage potential future employees,15
5,SSAB,2019,Public agencies and organizations,-1
5,SSAB,2019,Commitment to reducing CO2 emissions both short and long-term,0
5,SSAB,2020,Use better steel: SSAB’s customers benefit from leading CO2 efficient production,1
5,SSAB,2020,Use steel better: Environmental benefits with SSAB’s steels,1
5,SSAB,2020,Go fossil-free: SSAB to be the first in fossil-free steel with HYBRIT technology,1
5,SSAB,2020,Global megatrends affecting SSAB,1
5,SSAB,2020,Steel market and SSAB’s position,1
5,SSAB,2020,Taking the Lead,-1
5,SSAB,2020,CEO’s review,-1
5,SSAB,2020,Financial targets,-1
5,SSAB,2020,Business segments,6
5,SSAB,2020,SSAB Special Steels,1
5,SSAB,2020,SSAB Europe,1
5,SSAB,2020,SSAB Americas,1
5,SSAB,2020,Ruukki Construction,13
5,SSAB,2020,Research and Development,0
5,SSAB,2020,The world’s first pilot plant for fossil-free steel,1
5,SSAB,2020,Highlights in 2020,-1
5,SSAB,2020,Parent Company’s statement of profit and loss,-1
5,SSAB,2020,Parent Company’s statement of comprehensive income,-1
5,SSAB,2020,Parent Company’s statement of financial position,-1
5,SSAB,2020,Parent Company’s statement of changes in equity,-1
5,SSAB,2020,Parent Company’s statement of cash flows,-1
5,SSAB,2020,Operating environment,-1
5,SSAB,2020,Strategy,6
5,SSAB,2020,Business Review,-1
5,SSAB,2020,Sustainability Report,2
5,SSAB,2020,Financial Reports 2020,2
5,SSAB,2020,Externally assured sustainability information compliant with the GRI Standards,2
5,SSAB,2020,SSAB ANNUAL REPORT 2020,1
5,SSAB,2021,"Reducing emissions, noise and other inconveniences",0
5,SSAB,2021,"Climate change, reducing CO 2 emissions and other environmental impacts",8
5,SSAB,2021,Involvement in many research projects on technological developments,0
5,SSAB,2021,Responsible and sustainable operations,6
5,SSAB,2021,Collaboration with industry associations,9
5,SSAB,2021,Strengthening governance around corporate climate lobbying,-1
5,SSAB,2021,Developing assessment of member associations,9
5,SSAB,2021,Developing procedure on action where industry associations are not aligned with Paris Agreement’s goals,5
5,SSAB,2021,Professional development,15
5,SSAB,2021,Employee surveys,15
5,SSAB,2021,Constructive dialog with unions,9
5,SSAB,2021,Dialogs with unions,9
5,SSAB,2021,Cooperation with schools and universities,9
5,SSAB,2021,"Our strategy and targets, including sustainability",4
5,SSAB,2021,SSAB’s transformation to fossil-freedom and fossil-free steel,1
5,SSAB,2021,Commitment to CO 2 reduction both short and long-term,0
5,SSAB,2021,Result conferences and webcasts,-1
5,SSAB,2021,Long-term value creation,4
5,SSAB,2021,Climate impact and risks,8
5,SSAB,2021,Responsible governance,2
5,SSAB,2021,Corporate climate policy engagement,-1
5,SSAB,2021,"Informing on opportunities, challenges and needs connected to industrial decarbonization",5
5,SSAB,2021,Climate policy,8
5,SSAB,2021,Energy policy,-1
5,SSAB,2021,Industrial policy,-1
5,SSAB,2021,Public funding,5
5,SSAB,2021,Efficient permit processes,-1
5,SSAB,2022,"Increasing demand for SSAB's products, for example, high-strength steel and, going forward, fossil-free steel",1
5,SSAB,2022,EU's carbon border adjustment mechanism (CBAM) for goods with a high carbon footprint,-1
5,SSAB,2022,High demand for more sustainable alternatives,6
5,SSAB,2022,Decreasing global trade in recent years,1
5,SSAB,2022,Temporary shortage of input materials in the European steel industry because of Russia's invasion of Ukraine,1
5,SSAB,2022,Continued protectionism in many parts of the world,1
5,SSAB,2022,New investments have long lead times,-1
5,SSAB,2022,SSAB has a leading position in transformation of the steel industry,1
5,SSAB,2023,Commitment on sustainable development strategy,4
5,SSAB,2023,Directives and instructions,9
5,SSAB,2023,Process to remediate negative impact,-1
5,SSAB,2023,Mechanism for seeking advise and raising concerns,9
5,SSAB,2023,Compliance with laws and regulations,2
5,SSAB,2023,Membership associations,9
5,SSAB,2023,Approach for stakeholder engagement,9
5,SSAB,2023,Collective bargaining agreements,9
5,SSAB,2023,Process to determine material topics,-1
5,SSAB,2023,List of material topics,-1
5,SSAB,2023,Management of material topics,-1
5,SSAB,2023,Communication and training ahead about anti-corruption principles and procedures,2
5,SSAB,2023,Materials used by weight or volume,-1
5,SSAB,2023,Recycled input materials used,14
5,SSAB,2023,Energy consumption within the organization,7
5,SSAB,2023,Energy intensity,7
5,SSAB,2023,Reduction of energy consumption,7
5,SSAB,2023,Direct GHG emissions (Scope 1),0
5,SSAB,2024,EU Climate Law reference,-1
5,SSAB,2024,Benchmark Regulation reference,-1
5,SSAB,2024,Pillar 3 reference,0
5,SSAB,2024,SFDR reference,-1
5,SSAB,2024,Disclosure requirements in ESRS,2
5,SSAB,2024,Included in the Sustainability Report Page,2
5,SSAB,2024,"ESRS E1-4 34 ● ● ● Included 88, 93",0
5,SSAB,2024,ESRS E1-6 44 ● ● ● Not included (refer to GRI reference E1-6),0
5,SSAB,2024,ESRS E1-6 53-55 ● ● ● Not included (refer to GRI reference E1-6),0
5,SSAB,2024,ESRS E2-2 Included 94,0
5,SSAB,2024,ESRS E2-3 Included 95,0
5,SSAB,2024,ESRS E2-4 28 ● Not included (refer to GRI reference E2-4),0
5,SSAB,2024,ESRS E3-1 9 ● Not included (not material),0
5,SSAB,2024,ESRS E3-1 13 ● Not included (not material),0
5,SSAB,2024,ESRS E3-1 14 ● Not included (not material),0
5,SSAB,2024,ESRS E3-4 28c ● Not included (not material),0
5,SSAB,2024,ESRS E3-4 29 ● Not included (not material),0
5,SSAB,2024,ESRS S1 SBM-2 Included 107,0
5,SSAB,2024,ESRS S1 SBM-3 Included 107,0
5,SSAB,2024,ESRS S1-1 Included 104,0
5,SSAB,2024,ESRS S1-1 20 ● Included 104,0
5,SSAB,2024,ESRS S1-1 21 ● Included 104,0
5,SSAB,2024,ESRS S1-1 22 ● Included 104,0
5,SSAB,2024,ESRS S1-1 23 ● Included 104,0
5,SSAB,2024,ESRS S1-2 Included 105,0
5,SSAB,2024,"ESRS S1-3 Included 105, 115",0
5,SSAB,2024,ESRS S1-3 32c ● Included 104,0
5,SSAB,2024,ESRS S1-4 Included 105,0
5,SSAB,2024,ESRS S1-5 Included 106,0
5,SSAB,2024,ESRS S1-6 Included 106,0
5,SSAB,2024,ESRS S1-7 Included 106,0
5,SSAB,2024,ESRS G1 GOV-1 Included,0
5,SSAB,2024,ESRS G1 GOV-1 Included 43,0
12,Dillinger,2019,Reduction of carbon dioxide emissions,0
12,Dillinger,2019,Compliance with environmental standards,2
12,Dillinger,2019,Compliance with social standards,2
12,Dillinger,2019,Reduction of GHG emissions,0
12,Dillinger,2019,Achievement of net-zero targets,11
12,Dillinger,2019,Transition from fossil fuels,-1
12,Dillinger,2019,Development of new technologies,0
12,Dillinger,2019,Testing of new technologies on an industrial scale,0
12,Dillinger,2021,External incentives,0
12,Dillinger,2021,Pressure from logistic bottlenecks,2
12,Dillinger,2022,EU Commission’s Green Deal,-1
12,Dillinger,2022,Carbon border adjustment mechanism (CBAM),-1
12,Dillinger,2022,Allocation of free allowances on the blast furnace converter route,1
12,Dillinger,2022,Policy framework for decarbonisation on competitive terms,5
12,Dillinger,2022,Net-zero targets,11
12,Dillinger,2022,Fossil fuel transition,-1
12,Dillinger,2022,Sustainable Development Goals,4
12,Dillinger,2022,Carbon reduction target for 2030,0
8,Voestalpine,2013,Pressure from regulatory requirements to reduce GHG emissions,2
8,Voestalpine,2013,Commitment to achieve net-zero targets,11
8,Voestalpine,2013,Opportunity to reduce costs through energy efficiency measures,7
8,Voestalpine,2013,Driver to transition away from fossil fuels,-1
8,Voestalpine,2013,Incentive to invest in renewable energy sources,13
8,Voestalpine,2013,Pressure from stakeholder expectations to reduce carbon footprint,-1
8,Voestalpine,2013,Commitment to reduce dependence on fossil fuels,0
8,Voestalpine,2013,Opportunity to improve brand reputation through sustainable practices,-1
8,Voestalpine,2013,Driver to comply with international climate agreements,-1
8,Voestalpine,2013,Incentive to develop low-carbon technologies,12
8,Voestalpine,2013,Pressure from climate change risks to reduce GHG emissions,-1
8,Voestalpine,2013,Commitment to achieve carbon neutrality,3
8,Voestalpine,2013,Opportunity to access new markets through low-carbon products,12
8,Voestalpine,2013,Driver to reduce greenhouse gas emissions from operations,-1
8,Voestalpine,2013,Incentive to invest in carbon capture and storage technologies,-1
8,Voestalpine,2013,Pressure from customer demands to reduce carbon footprint,-1
8,Voestalpine,2013,Commitment to reduce emissions from supply chain,0
8,Voestalpine,2013,Opportunity to improve competitiveness through sustainable practices,6
8,Voestalpine,2013,Driver to achieve climate resilience,-1
8,Voestalpine,2013,Incentive to develop sustainable business models,-1
8,Voestalpine,2015,Pressure from regulatory requirements and climate policies,2
8,Voestalpine,2015,Commitment to net-zero targets,11
8,Voestalpine,2015,Opportunity to reduce costs through energy efficiency measures,7
8,Voestalpine,2015,Driver for innovation in low-carbon technologies,12
8,Voestalpine,2015,Incentive to invest in renewable energy sources,13
8,Voestalpine,2015,Pressure from customer demand for sustainable products,6
8,Voestalpine,2015,Opportunity to improve brand reputation through sustainable practices,-1
8,Voestalpine,2015,Commitment to reducing greenhouse gas emissions,0
8,Voestalpine,2015,Pressure from investor expectations for decarbonization,5
8,Voestalpine,2015,Driver for research and development of low-carbon solutions,12
8,Voestalpine,2018,Pressure from climate change on the organisation's financial impact,8
8,Voestalpine,2018,Opportunities related to climate change,8
8,Voestalpine,2018,Commitment to SDGs as a guideline for actions,4
8,Voestalpine,2018,Pressure from climate change on the organisation's other risks,8
8,Voestalpine,2019,Pressure from customers to reduce carbon footprint,-1
8,Voestalpine,2019,Commitment to achieve net-zero targets by 2050,11
8,Voestalpine,2019,Opportunity to increase competitiveness through sustainable production processes,0
8,Voestalpine,2019,Incentive to reduce costs associated with climate change,0
8,Voestalpine,2019,Driver to comply with EU's Green Deal and Fit for 55 package,-1
8,Voestalpine,2019,Pressure from investors to align with Paris Agreement,5
8,Voestalpine,2019,Commitment to reduce greenhouse gas emissions by 50% by 2030,0
8,Voestalpine,2019,Opportunity to develop new business models through carbon pricing,12
8,Voestalpine,2019,Incentive to improve brand reputation through sustainable practices,-1
8,Voestalpine,2019,Driver to meet EU's renewable energy targets by 2030,-1
8,Voestalpine,2019,Pressure from governments to implement carbon pricing mechanisms,-1
8,Voestalpine,2019,Commitment to achieve carbon neutrality in operations by 2025,3
8,Voestalpine,2019,Opportunity to increase market share through sustainable products,6
8,Voestalpine,2019,Incentive to reduce risks associated with climate change,0
8,Voestalpine,2019,Driver to comply with EU's taxonomy for sustainable activities,-1
8,Voestalpine,2019,Pressure from NGOs to reduce environmental impact,2
8,Voestalpine,2019,Commitment to reduce Scope 3 emissions by 50% by 2030,0
8,Voestalpine,2019,Opportunity to develop new technologies through R&D investments,0
8,Voestalpine,2019,Incentive to improve supply chain resilience through sustainable practices,0
8,Voestalpine,2019,Driver to meet EU's climate and energy framework by 2030,-1
8,Voestalpine,2019,Pressure from employees to work in a sustainable environment,15
8,Voestalpine,2019,Commitment to achieve carbon neutrality in supply chain by 2050,3
8,Voestalpine,2019,Opportunity to increase revenue through sustainable products and services,6
8,Voestalpine,2019,Incentive to reduce waste and emissions in operations,0
8,Voestalpine,2019,Driver to comply with EU's circular economy package,-1
8,Voestalpine,2019,Pressure from regulators to implement sustainable practices,2
8,Voestalpine,2019,Commitment to reduce emissions from steel production by 50% by 2030,1
8,Voestalpine,2019,Opportunity to develop new business models through sustainable steel production,1
8,Voestalpine,2019,Incentive to improve supply chain transparency through sustainable practices,0
8,Voestalpine,2019,Driver to meet EU's sustainable finance taxonomy by 2025,-1
8,Voestalpine,2020,Financial consequences of climate change for the organisation,8
8,Voestalpine,2020,Risks and opportunities associated with climate change,8
8,Voestalpine,2020,Employee survey results indicating a commitment to decarbonisation,5
8,Voestalpine,2020,Employer Branding efforts linked to sustainability and decarbonisation,15
8,Voestalpine,2020,Research and development for sustainable materials and applications,-1
8,Voestalpine,2020,Research and development for climate-friendly steel production,1
8,Voestalpine,2020,Environmental management systems,-1
8,Voestalpine,2020,Environmental expenditure,0
8,Voestalpine,2020,Environmental investment,0
8,Voestalpine,2020,Greenhouse gas emissions reduction targets,0
8,Voestalpine,2020,Measures under the Corona pandemic to reduce emissions,0
8,Voestalpine,2020,ISO 45001 certification for environmental management,-1
8,Voestalpine,2020,Industrial safety for contractors/foreign companies to reduce emissions,2
8,Voestalpine,2020,Health quota for employees to promote a healthy environment,-1
8,Voestalpine,2020,Accident frequency rate reduction to improve environmental performance,2
8,Voestalpine,2020,Air emissions reduction targets,0
8,Voestalpine,2020,SO2-Emissions reduction targets,0
8,Voestalpine,2020,NOx-Effects reduction targets,0
8,Voestalpine,2020,Organic air pollutants reduction targets,0
8,Voestalpine,2020,Net-zero targets for the organisation,11
8,Voestalpine,2020,Fossil fuel transition efforts,-1
8,Voestalpine,2020,Commitment to reduce GHG emissions through environmental management systems,0
8,Voestalpine,2020,Pressure to reduce GHG emissions through environmental expenditure,0
8,Voestalpine,2020,Opportunity to reduce GHG emissions through research and development for sustainable materials and applications,-1
8,Voestalpine,2020,Opportunity to reduce GHG emissions through research and development for climate-friendly steel production,1
8,Voestalpine,2021,Commitment to low carbon production,-1
8,Voestalpine,2021,Long-term de-carbonisation of the economic system,5
8,Voestalpine,2021,Extensive research and development of new technologies,0
8,Voestalpine,2021,Sector-wide cooperations and projects,9
8,Voestalpine,2021,Open and constructive dialogue with stakeholders,9
8,Voestalpine,2021,Political decision makers,-1
8,Voestalpine,2021,Stakeholders' representatives,9
8,Voestalpine,2021,Civil society,-1
8,Voestalpine,2021,Science and environmental protection organisations,-1
8,Voestalpine,2022,Net-zero targets,11
8,Voestalpine,2022,Fossil fuel transition,-1
8,Voestalpine,2022,Climate and environmental protection,8
8,Voestalpine,2022,Step plan for climate-neutral steel production,1
8,Voestalpine,2022,Optimisation of production processes,0
8,Voestalpine,2022,Sustainable Development Goals,4
8,Voestalpine,2022,Employee participation,15
8,Voestalpine,2022,Health and safety management systems,2
8,Voestalpine,2022,Environmental safety organisations,2
8,Voestalpine,2022,Environmental emissions,0
8,Voestalpine,2022,Compliance and corporate governance,2
8,Voestalpine,2022,Stakeholder management,9
8,Voestalpine,2022,ResponsibleSteel,1
8,Voestalpine,2022,UN Global Compact – The 10 Principles,-1
8,Voestalpine,2022,Sustainable products and services,6
8,Voestalpine,2022,Research and development,0
8,Voestalpine,2022,Employee Structure,15
8,Voestalpine,2022,Employee Attractiveness as an Employer,15
8,Voestalpine,2022,Employee Survey,15
8,Voestalpine,2022,Employee Branding,15
8,Voestalpine,2022,Employee Interview,15
8,Voestalpine,2022,Employee Protection during the Corona Pandemic,-1
8,Voestalpine,2023,Pressure from customers to reduce carbon footprint,-1
8,Voestalpine,2023,Commitment to achieve net-zero targets by 2050,11
8,Voestalpine,2023,Opportunity to reduce costs through energy efficiency measures,7
8,Voestalpine,2023,Incentive to invest in renewable energy sources,13
8,Voestalpine,2023,Driver to transition away from fossil fuels,-1
8,Voestalpine,2023,Pressure from investors to meet decarbonisation goals,5
8,Voestalpine,2023,Commitment to reduce Scope 1 emissions,0
8,Voestalpine,2023,Opportunity to improve brand reputation through sustainability efforts,-1
8,Voestalpine,2023,Incentive to develop low-carbon products and services,12
8,Voestalpine,2023,Driver to comply with regulatory requirements for GHG emissions reduction,-1
8,Voestalpine,2023,Pressure from governments to meet climate targets,8
8,Voestalpine,2023,Commitment to achieve carbon neutrality in operations,3
8,Voestalpine,2023,Opportunity to access new markets and customers through sustainability offerings,6
8,Voestalpine,2023,Incentive to reduce greenhouse gas emissions from supply chain,-1
8,Voestalpine,2023,Driver to develop and implement circular economy practices,14
8,Voestalpine,2023,Pressure from stakeholders to disclose climate-related risks and opportunities,8
8,Voestalpine,2023,Commitment to reduce emissions from business travel and transportation,0
8,Voestalpine,2023,Opportunity to improve energy efficiency in operations,7
8,Voestalpine,2023,Incentive to invest in carbon capture and storage technologies,-1
8,Voestalpine,2023,Driver to reduce emissions from product use and end-of-life,-1
8,Voestalpine,2023,Pressure from industry peers to meet decarbonisation standards,5
8,Voestalpine,2023,Commitment to achieve science-based targets for GHG emissions reduction,0
8,Voestalpine,2023,Opportunity to develop and commercialize low-carbon technologies,12
8,Voestalpine,2023,Incentive to reduce emissions from indirect land use change,0
8,Voestalpine,2023,Driver to improve supply chain resilience through sustainability practices,0
8,Voestalpine,2023,Pressure from consumers to choose sustainable products and services,6
8,Voestalpine,2023,Commitment to reduce emissions from waste management and disposal,0
8,Voestalpine,2023,Opportunity to access new revenue streams through sustainability offerings,6
8,Voestalpine,2023,Incentive to develop and implement sustainable procurement practices,0
8,Voestalpine,2023,Driver to reduce emissions from business operations and supply chain,-1
8,Voestalpine,2023,Pressure from regulatory bodies to meet climate-related reporting requirements,2
8,Voestalpine,2023,Commitment to achieve carbon neutrality in supply chain operations,3
8,Voestalpine,2023,Opportunity to improve employee engagement and retention through sustainability efforts,15
8,Voestalpine,2023,Incentive to reduce emissions from product packaging and transportation,0
8,Voestalpine,2023,Driver to develop and implement sustainable land use practices,-1
8,Voestalpine,2023,Pressure from investors to meet climate-related performance targets,5
8,Voestalpine,2023,Commitment to reduce emissions from business travel and commuting,0
8,Voestalpine,2023,Opportunity to improve supply chain transparency and accountability through sustainability practices,0
8,Voestalpine,2023,Incentive to invest in energy storage and grid modernization technologies,13
8,Voestalpine,2023,Driver to reduce emissions from product use and disposal,-1
8,Voestalpine,2023,Pressure from governments to meet climate-related policy targets,8
8,Voestalpine,2023,Commitment to achieve net-zero emissions from operations and supply chain,0
8,Voestalpine,2023,Opportunity to develop and commercialize low-carbon products and services,12
8,Voestalpine,2023,Incentive to reduce emissions from indirect emissions from energy consumption,0
8,Voestalpine,2023,Driver to improve supply chain resilience and adaptability through sustainability practices,0
8,Voestalpine,2023,Pressure from industry associations to meet decarbonisation standards,5
8,Voestalpine,2023,Incentive to develop and implement sustainable water management practices,0
8,Voestalpine,2024,Climate and Environmental Protection,8
8,Voestalpine,2024,Sustainability in the Supply Chain,0
8,Voestalpine,2024,Research and Development,0
8,Voestalpine,2024,Sustainable Products and Services,6
8,Voestalpine,2024,Employees: Inside,15
8,Voestalpine,2024,Health & safety,2
8,Voestalpine,2024,New technologies in steel production,1
8,Voestalpine,2024,R&e focus Sustainability,6
8,Voestalpine,2024,Sustainable products,6
8,Voestalpine,2024,ResponsibleSteel,1
8,Voestalpine,2024,UN Global Compact – The 10 Principles,-1
8,Voestalpine,2024,Sustainable Development Goals,4
14,Feralpi,2018,Pressure from regulatory bodies to reduce GHG emissions,2
14,Feralpi,2018,Commitment to net-zero targets,11
14,Feralpi,2018,Opportunity to reduce costs through energy efficiency,7
14,Feralpi,2018,Driver to transition away from fossil fuels,-1
14,Feralpi,2018,Incentive to invest in renewable energy sources,13
14,Feralpi,2018,Pressure from investors to meet decarbonisation goals,5
14,Feralpi,2018,Commitment to reduce Scope 2 GHG emissions,0
14,Feralpi,2018,Opportunity to improve brand reputation through sustainability efforts,-1
14,Feralpi,2018,Driver to reduce indirect (Scope 3) GHG emissions,-1
14,Feralpi,2018,Incentive to comply with environmental regulations,0
14,Feralpi,2018,Pressure from customers to adopt sustainable practices,6
14,Feralpi,2018,Commitment to reduce atmospheric emissions,0
14,Feralpi,2018,Opportunity to access new markets through sustainable products,6
14,Feralpi,2018,Driver to reduce GHG emissions intensity,-1
14,Feralpi,2018,Incentive to reduce waste and by-products,0
14,Feralpi,2018,Pressure from stakeholders to meet decarbonisation targets,5
14,Feralpi,2018,Commitment to environmental responsibility policies,0
14,Feralpi,2018,"Opportunity to reduce nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",0
14,Feralpi,2018,Driver to improve environmental management practices,-1
14,Feralpi,2018,Incentive to reduce water discharged by quality and destination,0
14,Feralpi,2018,Pressure from governments to meet decarbonisation goals,5
14,Feralpi,2018,Commitment to reduce waste by type and disposal method,0
14,Feralpi,2018,Opportunity to reduce significant spills,2
14,Feralpi,2018,Driver to reduce transport of hazardous waste,-1
14,Feralpi,2018,Incentive to improve environmental compliance,0
14,Feralpi,2021,Development of renewable energy production facilities,13
14,Feralpi,2021,Reduction of direct emissions through plant investments,0
14,Feralpi,2021,Enhancement of energy efficiency interventions,7
14,Feralpi,2021,Strengthening of economic sustainability by obtaining white certificates,7
14,Feralpi,2021,Integration of risk management related to the application of Emission Trading,-1
14,Feralpi,2021,Investment in renewable energy production facilities,13
14,Feralpi,2021,Use of recovered materials from other production cycles as raw material,14
14,Feralpi,2021,Valorisation of production residues within the production cycle or externally,14
14,Feralpi,2021,Measures to reduce direct greenhouse gas emissions and other air emissions,0
14,Feralpi,2021,Energy efficiency measures,7
14,Feralpi,2021,Measures to support renewable energy,13
14,Feralpi,2021,Measures for the development of sustainable mobility,-1
14,Feralpi,2021,Advanced energy monitoring,7
14,Feralpi,2021,Accounting of CO2 emissions in line with the methodology and guidelines of ISO 14064,0
14,Feralpi,2022,Commitment to Research & Development,0
14,Feralpi,2022,Decarbonisation Goal,5
14,Feralpi,2022,Climate Strategy and Science-Based Targets,8
14,Feralpi,2022,Feralpi Power On,7
14,Feralpi,2022,Organisation and Product Carbon Footprint,-1
14,Feralpi,2022,Energy efficiency measures and reduction of green-house gas and other emissions,7
14,Feralpi,2022,Circularity and zero-waste: material and energy management and valorisation,14
14,Feralpi,2022,Measures to improve circularity,14
14,Feralpi,2022,Governance and management of environmental aspects,2
14,Feralpi,2022,Environmental Management Policies and Systems,-1
14,Feralpi,2022,Science-Based Targets,-1
14,Feralpi,2023,Purchase of electricity with a contract linked to a specific renewable generation plant,13
14,Feralpi,2023,Purchasing “tactical” Green PPA / GdO,6
14,Feralpi,2023,Guarantees of Origin: Purchase of spendable credits to certify renewable electricity consumption,13
14,Feralpi,2023,Securing the supply chain,0
14,Feralpi,2023,Turning sustainability into an advantage,6
14,Feralpi,2023,Excelling in efficiency and innovation,7
14,Feralpi,2023,Growing beyond the current domains,0
14,Feralpi,2023,Expanding as a “one-stop shop”,6
14,Feralpi,2023,Decarbonising the country’s energy mix,5
14,Feralpi,2023,Electricity supply from market/grid whose emissions are decreasing over time due to the decarbonisation of the country mix,5
14,Feralpi,2023,Set ambitious CO 2 emission reduction targets,0
14,Feralpi,2023,Gaining market share in neighbouring countries for construction steels,1
14,Feralpi,2023,Gaining market share in high-margin applications for special steels,1
14,Feralpi,2023,Responding to customer needs with a flexible and comprehensive product offering,6
14,Feralpi,2023,"Further optimising the cost base with improvements in productivity, energy efficiency, and intra-organisation synergies",7
14,Feralpi,2023,Contribute to change in the steel sector by leveraging decarbonisation and digitalisation,1
